ID,Case Number,Date,Block,Primary Type,Description,Location Description,Arrest,Beat,District,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Latitude,Longitude,Location
10866560,JA173051,3/2/17 22:10,004XX E 42ND ST,ROBBERY,ARMED: HANDGUN,STREET,FALSE,214,2,38,3,1180068,1877258,2017,41.81846632,-87.61495854,"(41.818466315, -87.614958541)"
10866593,JA173104,3/2/17 23:50,051XX S WENTWORTH AVE,NARCOTICS,POSS: HALLUCINOGENS,POLICE FACILITY/VEH PARKING LOT,TRUE,225,2,37,18,1175826,1871120,2017,41.80171934,-87.63070362,"(41.80171934, -87.630703621)"
10866619,JA173118,3/3/17 0:53,002XX W VAN BUREN ST,BURGLARY,FORCIBLE ENTRY,TAVERN/LIQUOR STORE,FALSE,122,1,32,5,1174617,1898485,2017,41.87683815,-87.63432072,"(41.87683815, -87.634320718)"
10866638,JA173059,3/2/17 22:15,060XX S STONY ISLAND AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,GAS STATION,FALSE,314,3,42,7,1187908,1865335,2017,41.78556531,-87.58657914,"(41.78556531, -87.586579138)"
10866697,JA173208,3/2/17 20:00,053XX S WABASH AVE,THEFT,$500 AND UNDER,STREET,FALSE,225,2,40,6,1177620,1869658,2017,41.79766704,-87.62416861,"(41.797667044, -87.624168614)"
10866716,JA173209,3/3/17 5:30,014XX S CANAL ST,THEFT,POCKET-PICKING,OTHER,FALSE,124,1,28,6,1173362,1893147,2017,41.86221827,-87.63908716,"(41.862218265, -87.639087164)"
10866718,JA173221,2/27/17 9:00,001XX S BELL AVE,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,OTHER,FALSE,1223,12,28,11,1161404,1899318,2017,41.87940902,-87.6828115,"(41.879409023, -87.6828115)"
10866782,JA173251,3/2/17 21:00,047XX S WABASH AVE,THEFT,OVER $500,CHA PARKING LOT/GROUNDS,FALSE,224,2,38,6,1177512,1873690,2017,41.80873367,-87.62444272,"(41.808733668, -87.624442715)"
10866791,JA173260,3/2/17 14:30,0000X E ROOSEVELT RD,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,RESTAURANT,FALSE,131,1,33,10,1176869,1895075,2017,41.86743028,-87.62615531,"(41.867430279, -87.626155308)"
10866894,JA173269,3/3/17 8:55,0000X E JACKSON BLVD,CRIMINAL TRESPASS,TO LAND,COLLEGE/UNIVERSITY GROUNDS,TRUE,113,1,32,26,1176528,1899005,2017,41.87822214,-87.62728848,"(41.878222138, -87.627288482)"
10866955,JA173410,3/3/17 11:00,003XX E 47TH ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,224,2,38,7,1179376,1873936,2017,41.80936632,-87.61759851,"(41.809366319, -87.617598507)"
10866992,JA173487,3/3/17 11:15,005XX W HARRISON ST,ASSAULT,SIMPLE,GOVERNMENT BUILDING/PROPERTY,FALSE,124,1,28,08A,1172659,1897574,2017,41.87438184,-87.64153679,"(41.874381838, -87.641536792)"
10867003,JA173496,3/3/17 2:15,005XX E BROWNING AVE,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,212,2,35,14,1180453,1881415,2017,41.8298646,-87.61341847,"(41.829864596, -87.613418466)"
10867017,JA173188,3/3/17 6:50,026XX W ADAMS ST,BATTERY,SIMPLE,STREET,FALSE,1125,11,27,08B,1158707,1898924,2017,41.87838352,-87.69272527,"(41.878383519, -87.692725268)"
10867049,JA173449,3/3/17 11:00,036XX S RHODES AVE,CRIMINAL TRESPASS,TO LAND,RESIDENCE PORCH/HALLWAY,TRUE,212,2,35,26,1180179,1881011,2017,41.82876229,-87.61443616,"(41.828762287, -87.614436164)"
10867050,JA173523,3/3/17 12:25,003XX W ADAMS ST,CRIMINAL TRESPASS,TO LAND,COMMERCIAL / BUSINESS OFFICE,TRUE,122,1,32,26,1174185,1899401,2017,41.87936136,-87.63587954,"(41.879361356, -87.635879544)"
10867061,JA173453,3/3/17 6:00,019XX W JACKSON BLVD,THEFT,$500 AND UNDER,STREET,FALSE,1225,12,28,6,1163615,1898637,2017,41.87749403,-87.67471226,"(41.877494027, -87.674712257)"
10867072,JA173510,3/3/17 11:38,054XX S STATE ST,CRIMINAL TRESPASS,TO LAND,STREET,TRUE,225,2,40,26,1177199,1868999,2017,41.79586821,-87.62573237,"(41.795868205, -87.625732367)"
10867135,JA172293,3/2/17 11:15,001XX E 49TH ST,ROBBERY,ARMED: HANDGUN,SIDEWALK,FALSE,224,2,38,3,1178132,1872573,2017,41.80565447,-87.62220261,"(41.805654465, -87.622202605)"
10867149,JA173596,2/19/17 12:00,016XX W HARRISON ST,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,HOSPITAL BUILDING/GROUNDS,FALSE,1231,12,28,17,1165491,1897444,2017,41.87418063,-87.66785807,"(41.874180626, -87.66785807)"
10867157,JA173624,3/3/17 13:30,0000X E ROOSEVELT RD,THEFT,POCKET-PICKING,CTA TRAIN,FALSE,123,1,32,6,1176818,1895074,2017,41.86742869,-87.62634257,"(41.867428687, -87.626342565)"
10867178,JA173661,3/3/17 14:45,013XX N MILWAUKEE AVE,THEFT,RETAIL THEFT,DRUG STORE,FALSE,1424,14,24,6,1164309,1909321,2017,41.9067971,-87.67186166,"(41.906797102, -87.671861659)"
10867182,JA173486,2/27/17 12:00,019XX E 71ST ST,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),FALSE,333,3,43,6,1190355,1858247,2017,41.76605663,-87.57783576,"(41.766056625, -87.577835759)"
10867204,JA173720,3/2/17 23:30,018XX W 16TH ST,THEFT,OVER $500,STREET,FALSE,1234,12,28,6,1164506,1892098,2017,41.85953163,-87.67162583,"(41.859531627, -87.671625825)"
10867206,JA170284,2/28/17 11:00,012XX S WABASH AVE,THEFT,OVER $500,BANK,FALSE,131,1,33,6,1176963,1894850,2017,41.86681074,-87.62581703,"(41.866810739, -87.625817031)"
10867217,JA172135,3/2/17 8:45,049XX S DR MARTIN LUTHER KING JR DR,THEFT,$500 AND UNDER,SIDEWALK,FALSE,223,2,38,6,1179697,1872256,2017,41.80474891,-87.61647254,"(41.804748913, -87.616472543)"
10867229,JA169206,2/27/17 7:50,035XX S INDIANA AVE,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,212,2,35,5,1178180,1881621,2017,41.83048184,-87.62175175,"(41.830481843, -87.621751752)"
10867239,JA173790,3/3/17 14:30,014XX S ASHLAND AVE,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),FALSE,1233,12,28,6,1165959,1893057,2017,41.86213236,-87.66626496,"(41.862132355, -87.666264958)"
10867254,JA173785,3/3/17 15:47,0000X N WESTERN AVE,NARCOTICS,FOUND SUSPECT NARCOTICS,GAS STATION,TRUE,1223,12,28,18,1160400,1900403,2017,41.88240718,-87.686468,"(41.882407184, -87.686468002)"
10867269,JA173846,3/1/17 18:00,051XX S HALSTED ST,THEFT,PURSE-SNATCHING,SIDEWALK,FALSE,934,9,61,6,1171836,1870955,2017,41.80135513,-87.64534128,"(41.801355133, -87.645341277)"
10867275,JA173825,3/3/17 15:00,005XX S STATE ST,THEFT,$500 AND UNDER,RESIDENCE,FALSE,123,1,32,6,1176447,1897915,2017,41.87523294,-87.6276188,"(41.875232942, -87.6276188)"
10867282,JA172893,3/2/17 16:30,006XX W ADAMS ST,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),FALSE,121,1,28,7,1172241,1899352,2017,41.87927003,-87.64301898,"(41.879270026, -87.643018984)"
10867289,JA173890,3/3/17 12:00,003XX E 38TH ST,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,212,2,35,14,1179336,1879867,2017,41.82564238,-87.61756401,"(41.825642379, -87.617564012)"
10867310,JA173822,3/3/17 16:00,005XX W ROOSEVELT RD,THEFT,RETAIL THEFT,DRUG STORE,TRUE,124,1,28,6,1173209,1894980,2017,41.86725154,-87.63959443,"(41.867251542, -87.639594427)"
10867325,JA173729,3/3/17 14:45,040XX S FEDERAL ST,ROBBERY,ARMED: HANDGUN,RESIDENCE PORCH/HALLWAY,FALSE,213,2,38,3,1176353,1878270,2017,41.82132775,-87.62855588,"(41.821327751, -87.628555876)"
10867336,JA173767,2/12/17 17:07,011XX S CANAL ST,THEFT,OVER $500,DEPARTMENT STORE,FALSE,124,1,28,6,1173303,1895451,2017,41.86854191,-87.63923536,"(41.868541914, -87.639235361)"
10867377,JA173924,3/3/17 16:45,043XX S PRAIRIE AVE,THEFT,$500 AND UNDER,PARK PROPERTY,FALSE,215,2,38,6,1178761,1876397,2017,41.81613355,-87.61977925,"(41.816133545, -87.619779248)"
10867382,JA173906,3/3/17 15:00,021XX N MAPLEWOOD AVE,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,FALSE,1431,14,22,11,1158966,1914151,2017,41.92016238,-87.6913559,"(41.920162379, -87.691355897)"
10867385,JA173965,3/3/17 18:00,002XX W GARFIELD BLVD,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,CTA TRAIN,TRUE,935,9,37,18,1175647,1868500,2017,41.79453381,-87.63143854,"(41.794533814, -87.631438536)"
10867409,JA174043,3/3/17 12:49,025XX S DR MARTIN LUTHER KING JR DR,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,OTHER,FALSE,133,1,33,11,1179339,1887528,2017,41.84666465,-87.61731872,"(41.846664648, -87.617318718)"
10867437,JA173834,3/3/17 16:38,052XX S PRAIRIE AVE,BATTERY,SIMPLE,APARTMENT,FALSE,231,2,40,08B,1178929,1870366,2017,41.79958013,-87.61934678,"(41.799580127, -87.619346782)"
10867440,JA173824,3/3/17 16:30,049XX S WABASH AVE,BATTERY,SIMPLE,"SCHOOL, PUBLIC, GROUNDS",FALSE,224,2,38,08B,1177550,1872274,2017,41.80484718,-87.62434618,"(41.804847176, -87.624346184)"
10867443,JA173978,3/3/17 18:21,0000X E ROOSEVELT RD,THEFT,RETAIL THEFT,DRUG STORE,TRUE,123,1,32,6,1176576,1895067,2017,41.86741494,-87.62723119,"(41.867414944, -87.627231186)"
10867452,JA173969,3/3/17 7:30,025XX W AUGUSTA BLVD,BURGLARY,FORCIBLE ENTRY,APARTMENT,FALSE,1211,12,24,5,1159251,1906566,2017,41.89934268,-87.69051761,"(41.899342684, -87.690517612)"
10867462,JA174074,3/2/17 22:30,016XX W WABANSIA AVE,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,1433,14,24,14,1164950,1911379,2017,41.9124308,-87.6694485,"(41.912430804, -87.669448496)"
10867481,JA174086,3/3/17 20:15,001XX W 51ST ST,CRIMINAL DAMAGE,TO PROPERTY,COMMERCIAL / BUSINESS OFFICE,FALSE,224,2,38,14,1176397,1871190,2017,41.8018986,-87.62860745,"(41.801898599, -87.628607453)"
10867501,JA171769,1/25/17 9:00,014XX E 55TH ST,THEFT,$500 AND UNDER,APARTMENT,FALSE,235,2,41,6,1186573,1868948,2017,41.79551138,-87.59135947,"(41.795511377, -87.59135947)"
10867512,JA173900,3/2/17 15:46,006XX E 43RD ST,THEFT,$500 AND UNDER,RESIDENCE,FALSE,214,2,38,6,1181109,1876637,2017,41.8167383,-87.61115898,"(41.816738297, -87.611158982)"
10867527,JA174171,3/3/17 21:40,015XX N DAMEN AVE,CRIMINAL DAMAGE,TO PROPERTY,RESTAURANT,TRUE,1424,14,24,14,1162779,1910456,2017,41.90994386,-87.67745009,"(41.909943862, -87.677450088)"
10867545,JA174201,3/3/17 19:30,016XX N WESTERN AVE,THEFT,OVER $500,STREET,FALSE,1434,14,24,6,1160109,1910908,2017,41.91123979,-87.68724607,"(41.911239791, -87.687246071)"
10867573,JA173933,3/3/17 11:55,052XX S WENTWORTH AVE,ASSAULT,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),FALSE,225,2,37,08A,1175853,1870255,2017,41.79934509,-87.63063054,"(41.79934509, -87.630630536)"
10867589,JA174185,3/3/17 21:20,002XX S WESTERN AVE,BATTERY,SIMPLE,STREET,FALSE,1225,12,28,08B,1160444,1898805,2017,41.87802122,-87.68635067,"(41.878021217, -87.686350669)"
10867600,JA174119,3/3/17 19:49,035XX S DEARBORN ST,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,STREET,TRUE,213,2,35,24,1176526,1881572,2017,41.83038482,-87.62782176,"(41.830384819, -87.627821756)"
10867604,JA174249,3/3/17 11:55,015XX N MILWAUKEE AVE,BATTERY,SIMPLE,BAR OR TAVERN,TRUE,1424,14,24,08B,1163046,1910384,2017,41.90974068,-87.67647127,"(41.909740682, -87.676471266)"
10867621,JA174254,3/3/17 23:48,003XX E 53RD ST,BATTERY,AGGRAVATED: OTHER DANG WEAPON,STREET,FALSE,231,2,40,04B,1179596,1869960,2017,41.7984508,-87.61691315,"(41.798450797, -87.616913149)"
10867623,JA174301,3/4/17 1:00,022XX W DIVERSEY PKWY,THEFT,FROM BUILDING,BOWLING ALLEY,FALSE,1432,14,22,6,1161089,1918562,2017,41.93222258,-87.68343278,"(41.932222582, -87.683432779)"
10867624,JA174303,3/3/17 22:45,026XX N WESTERN AVE,THEFT,$500 AND UNDER,STREET,FALSE,1411,14,22,6,1159915,1917314,2017,41.92882233,-87.68778161,"(41.928822325, -87.687781609)"
10867630,JA174273,3/4/17 0:20,020XX W DIVISION ST,BATTERY,SIMPLE,SIDEWALK,TRUE,1212,12,24,08B,1162514,1907985,2017,41.90316881,-87.67849289,"(41.903168813, -87.678492886)"
10867658,JA174302,3/3/17 22:00,046XX S DR MARTIN LUTHER KING JR DR,THEFT,OVER $500,OTHER,FALSE,221,2,38,6,1179645,1874143,2017,41.80992819,-87.61660554,"(41.809928193, -87.61660554)"
10867685,JA174381,3/4/17 4:00,017XX E 68TH ST,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,332,3,43,14,1189146,1860229,2017,41.77152445,-87.58220365,"(41.771524452, -87.582203652)"
10867710,JA173565,2/16/17 15:00,015XX E 55TH ST,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,DRUG STORE,FALSE,234,2,41,11,1187488,1868839,2017,41.79519055,-87.58800765,"(41.795190552, -87.588007653)"
10867719,JA174406,3/4/17 2:00,039XX S DR MARTIN LUTHER KING JR DR,ROBBERY,ATTEMPT: ARMED-KNIFE/CUT INSTR,STREET,FALSE,213,2,38,3,1179499,1879101,2017,41.82353669,-87.61698944,"(41.823536688, -87.616989442)"
10867731,JA173525,3/1/17 19:00,066XX S DREXEL AVE,THEFT,$500 AND UNDER,ALLEY,FALSE,321,3,42,6,1183368,1861119,2017,41.77410322,-87.60335589,"(41.774103219, -87.603355891)"
10867744,JA174420,3/4/17 5:00,019XX E 73RD PL,THEFT,$500 AND UNDER,STREET,FALSE,333,3,43,6,1190612,1856624,2017,41.76159678,-87.57694609,"(41.761596782, -87.57694609)"
10867765,JA174490,2/19/17 12:00,016XX N ASHLAND AVE,THEFT,$500 AND UNDER,STREET,FALSE,1433,14,24,6,1165426,1911007,2017,41.91139989,-87.66771041,"(41.911399888, -87.66771041)"
10867774,JA174483,3/4/17 7:45,052XX S CORNELL AVE,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,SIDEWALK,FALSE,234,2,41,17,1188039,1870855,2017,41.80070947,-87.58592288,"(41.800709473, -87.585922883)"
10867784,JA174503,3/4/17 8:45,051XX S LOWE AVE,THEFT,$500 AND UNDER,RESIDENCE,FALSE,935,9,61,6,1172838,1870878,2017,41.80112177,-87.64166886,"(41.80112177, -87.641668863)"
10867785,JA174502,3/2/17 10:00,013XX N CLEAVER ST,THEFT,$500 AND UNDER,SPORTS ARENA/STADIUM,FALSE,1433,14,24,6,1166476,1909066,2017,41.90605123,-87.66390872,"(41.906051234, -87.663908716)"
10867791,JA174532,3/4/17 0:00,024XX W FULLERTON AVE,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,FALSE,1431,14,22,6,1159571,1915877,2017,41.9248862,-87.68908537,"(41.924886197, -87.689085373)"
10867809,JA174571,3/4/17 9:00,008XX S STATE ST,THEFT,FROM BUILDING,ATHLETIC CLUB,FALSE,123,1,32,6,1176487,1896508,2017,41.87137115,-87.62751442,"(41.871371147, -87.627514417)"
10867836,JA174505,3/4/17 8:26,014XX E 53RD ST,CRIMINAL DAMAGE,TO PROPERTY,SMALL RETAIL STORE,FALSE,234,2,41,14,1186573,1870408,2017,41.79951773,-87.59131326,"(41.799517726, -87.591313255)"
10867840,JA174545,3/3/17 18:00,012XX N GREENVIEW AVE,THEFT,OVER $500,SPORTS ARENA/STADIUM,FALSE,1433,14,24,6,1166166,1908351,2017,41.90409586,-87.66506792,"(41.90409586, -87.665067917)"
10867848,JA174638,3/4/17 11:29,016XX E 56TH ST,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,235,2,41,14,1188074,1868190,2017,41.79339569,-87.58587951,"(41.793395687, -87.585879509)"
10867863,JA174535,2/14/17 9:00,021XX S CLARK ST,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,FALSE,131,1,34,11,1175829,1890095,2017,41.85378827,-87.63012301,"(41.853788266, -87.630123011)"
10867870,JA174564,3/4/17 9:54,051XX S WENTWORTH AVE,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,GOVERNMENT BUILDING/PROPERTY,FALSE,225,2,37,20,1175826,1871120,2017,41.80171934,-87.63070362,"(41.80171934, -87.630703621)"
10867880,JA174683,3/3/17 23:30,023XX W MADISON ST,BATTERY,SIMPLE,DRUG STORE,FALSE,1223,12,28,08B,1160781,1899960,2017,41.88118366,-87.68508125,"(41.881183664, -87.685081252)"
10867945,JA174736,3/4/17 12:25,013XX S CLINTON ST,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),FALSE,124,1,28,6,1172924,1894302,2017,41.86539738,-87.64066078,"(41.865397377, -87.640660777)"
10867947,JA174800,3/2/17 12:00,016XX W NORTH AVE,THEFT,OVER $500,STREET,FALSE,1433,14,24,6,1165208,1910720,2017,41.91061698,-87.66851944,"(41.910616981, -87.668519441)"
10868025,JA174910,3/4/17 13:45,025XX W ARMITAGE AVE,THEFT,FROM BUILDING,ATHLETIC CLUB,FALSE,1431,14,22,6,1159074,1913198,2017,41.91754506,-87.69098531,"(41.917545057, -87.690985312)"
10868031,JA174891,3/4/17 15:00,020XX S STATE ST,ASSAULT,SIMPLE,CHA PARKING LOT/GROUNDS,FALSE,131,1,33,08A,1176640,1890530,2017,41.85496367,-87.62713324,"(41.854963672, -87.627133239)"
10868066,JA173665,2/27/17 10:15,011XX S JEFFERSON ST,THEFT,OVER $500,DEPARTMENT STORE,FALSE,124,1,28,6,1172494,1895209,2017,41.86789576,-87.64221251,"(41.86789576, -87.642212505)"
10868078,JA174888,3/4/17 0:00,008XX N MAPLEWOOD AVE,ASSAULT,SIMPLE,APARTMENT,FALSE,1211,12,24,08A,1159248,1905508,2017,41.89643951,-87.69055775,"(41.896439505, -87.690557745)"
10868090,JA175077,3/3/17 6:00,051XX S WENTWORTH AVE,THEFT,$500 AND UNDER,JAIL / LOCK-UP FACILITY,FALSE,225,2,37,6,1175826,1871120,2017,41.80171934,-87.63070362,"(41.80171934, -87.630703621)"
10868094,JA173798,3/3/17 14:22,054XX S INDIANA AVE,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,FALSE,231,2,40,26,1178528,1868856,2017,41.79544568,-87.62086324,"(41.795445677, -87.62086324)"
10868095,JA174945,3/4/17 15:24,003XX E 47TH ST,BATTERY,SIMPLE,SMALL RETAIL STORE,FALSE,215,2,38,08B,1179387,1873937,2017,41.80936881,-87.61755813,"(41.809368812, -87.617558131)"
10868114,JA175045,3/4/17 17:18,013XX W VAN BUREN ST,THEFT,$500 AND UNDER,CTA BUS,FALSE,1231,12,28,6,1167618,1898295,2017,41.87647032,-87.66002422,"(41.876470319, -87.660024222)"
10868115,JA173743,3/3/17 13:00,030XX W WALNUT ST,BURGLARY,FORCIBLE ENTRY,APARTMENT,FALSE,1222,12,27,5,1156136,1901478,2017,41.88544422,-87.70209648,"(41.885444216, -87.702096476)"
10868131,JA175069,3/4/17 16:30,012XX S MICHIGAN AVE,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,PARK PROPERTY,FALSE,132,1,33,10,1177422,1894769,2017,41.86657808,-87.62413446,"(41.866578077, -87.624134464)"
10868137,JA175104,3/4/17 14:40,010XX W MADISON ST,THEFT,FROM BUILDING,RESTAURANT,FALSE,1232,12,28,6,1169700,1900215,2017,41.88169386,-87.65232391,"(41.881693864, -87.652323905)"
10868138,JA173684,3/1/17 15:00,069XX S CRANDON AVE,THEFT,$500 AND UNDER,RESIDENCE,FALSE,331,3,43,6,1192521,1859491,2017,41.76941777,-87.56985628,"(41.769417774, -87.569856281)"
10868141,JA175110,1/17/17 9:00,006XX S FEDERAL ST,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,BANK,FALSE,123,1,32,11,1175898,1897462,2017,41.87400225,-87.62964812,"(41.874002251, -87.629648123)"
10868158,JA175109,3/4/17 14:40,010XX W MADISON ST,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESTAURANT,FALSE,1232,12,28,11,1169700,1900215,2017,41.88169386,-87.65232391,"(41.881693864, -87.652323905)"
10868172,JA174856,3/4/17 8:00,010XX S LYTLE ST,THEFT,FROM BUILDING,RESIDENCE,FALSE,1231,12,28,6,1168201,1895558,2017,41.86894721,-87.65796272,"(41.868947206, -87.657962717)"
10868183,JA175149,3/4/17 18:17,020XX W JACKSON BLVD,OTHER OFFENSE,PAROLE VIOLATION,VEHICLE NON-COMMERCIAL,TRUE,1225,12,28,26,1162943,1898627,2017,41.87748071,-87.67717994,"(41.87748071, -87.677179939)"
10868198,JA174976,3/4/17 16:10,014XX E 70TH ST,BATTERY,AGGRAVATED: HANDGUN,SIDEWALK,FALSE,332,3,43,04B,1187374,1858876,2017,41.76785399,-87.58874205,"(41.767853987, -87.588742045)"
10868215,JA175118,3/4/17 18:30,013XX N PAULINA ST,BATTERY,SIMPLE,GROCERY FOOD STORE,TRUE,1433,14,24,08B,1164814,1909135,2017,41.906276,-87.67001188,"(41.906276004, -87.670011875)"
10868244,JA175255,3/4/17 16:00,001XX W GARFIELD BLVD,THEFT,OVER $500,VEHICLE - OTHER RIDE SERVICE,FALSE,225,2,40,6,1176592,1868536,2017,41.79461138,-87.62797218,"(41.794611377, -87.627972184)"
10868288,JA175266,3/4/17 21:05,017XX E 69TH ST,THEFT,$500 AND UNDER,ALLEY,FALSE,332,3,43,6,1188853,1859572,2017,41.76972861,-87.58329868,"(41.769728607, -87.583298676)"
10868302,JA175284,3/4/17 20:40,028XX W MADISON ST,PROSTITUTION,SOLICIT ON PUBLIC WAY,SIDEWALK,TRUE,1222,12,27,16,1157254,1899888,2017,41.88105846,-87.69803418,"(41.881058464, -87.698034181)"
10868312,JA175318,3/4/17 22:04,029XX W LAKE ST,ASSAULT,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),FALSE,1222,12,27,08A,1156806,1901002,2017,41.88412448,-87.69964901,"(41.884124476, -87.699649009)"
10868327,JA175347,3/4/17 23:40,005XX E 47TH ST,ASSAULT,SIMPLE,APARTMENT,FALSE,221,2,38,08A,1180593,1873971,2017,41.80943446,-87.61313374,"(41.809434463, -87.613133735)"
10868328,JA175379,3/5/17 0:15,036XX S GILES AVE,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,212,2,35,14,1178861,1880879,2017,41.82843023,-87.61927579,"(41.828430232, -87.619275794)"
10868361,JA175399,3/5/17 0:48,019XX W DIVISION ST,BATTERY,SIMPLE,RESTAURANT,TRUE,1424,14,24,08B,1163094,1908003,2017,41.90320604,-87.67636193,"(41.903206037, -87.676361925)"
10868362,JA175431,3/5/17 1:55,040XX S DEARBORN ST,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,213,2,38,14,1176637,1878113,2017,41.82089053,-87.62751876,"(41.820890532, -87.627518759)"
10868375,JA175362,3/4/17 23:30,072XX S BLACKSTONE AVE,ROBBERY,ATTEMPT: ARMED-HANDGUN,SIDEWALK,FALSE,324,3,43,3,1187451,1857468,2017,41.76398848,-87.5885045,"(41.763988481, -87.5885045)"
10868395,JA175446,3/5/17 1:50,015XX W DIVISION ST,CRIMINAL DAMAGE,TO PROPERTY,SMALL RETAIL STORE,FALSE,1213,12,24,14,1165671,1908077,2017,41.90335455,-87.66689399,"(41.903354552, -87.666893991)"
10868431,JA175501,3/5/17 4:00,047XX S WENTWORTH AVE,BATTERY,PRO EMP HANDS NO/MIN INJURY,CTA TRAIN,FALSE,224,2,37,08B,1175752,1873657,2017,41.80868277,-87.63089897,"(41.808682769, -87.630898966)"
10868453,JA175433,3/5/17 1:30,023XX W MADISON ST,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,TRUE,1223,12,28,15,1160849,1899962,2017,41.88118774,-87.6848315,"(41.881187742, -87.684831504)"
10868483,JA175549,3/5/17 6:30,005XX W ROOSEVELT RD,THEFT,POCKET-PICKING,SIDEWALK,TRUE,124,1,28,6,1172789,1894971,2017,41.86723615,-87.64113656,"(41.867236149, -87.641136561)"
10868491,JA168715,2/23/17 16:30,013XX E 47TH ST,THEFT,$500 AND UNDER,RESTAURANT,FALSE,222,2,39,6,1185774,1874102,2017,41.80967322,-87.59412685,"(41.809673222, -87.594126845)"
10868493,JA174702,2/24/17 15:00,012XX S MICHIGAN AVE,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,FALSE,132,1,33,11,1177422,1894782,2017,41.86661375,-87.62413407,"(41.86661375, -87.62413407)"
10868504,JA175597,3/4/17 10:00,053XX S DREXEL AVE,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,APARTMENT,FALSE,233,2,41,11,1183147,1869908,2017,41.79822615,-87.60389269,"(41.798226154, -87.603892688)"
10868509,JA175563,3/5/17 7:42,005XX E 48TH ST,BATTERY,AGGRAVATED: OTHER DANG WEAPON,STREET,FALSE,223,2,38,04B,1180530,1873307,2017,41.80761384,-87.61338521,"(41.80761384, -87.613385208)"
10868519,JA175615,3/2/17 12:00,014XX S MICHIGAN AVE,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,FALSE,131,1,33,11,1177449,1893672,2017,41.86356723,-87.62406862,"(41.863567228, -87.624068617)"
10868524,JA175629,3/4/17 22:00,014XX E 67TH PL,THEFT,$500 AND UNDER,STREET,FALSE,332,3,43,6,1187002,1860525,2017,41.77238782,-87.59005334,"(41.772387816, -87.590053339)"
10868531,JA175655,3/5/17 0:30,0000X W 26TH ST,THEFT,FROM BUILDING,HOTEL/MOTEL,FALSE,133,1,35,6,1176575,1887109,2017,41.84557767,-87.62747503,"(41.845577671, -87.627475027)"
10868557,JA175686,3/5/17 9:30,054XX S DREXEL AVE,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),FALSE,233,2,41,6,1183165,1869144,2017,41.79612926,-87.60385046,"(41.796129256, -87.603850455)"
10868565,JA175667,3/3/17 22:00,070XX S CORNELL AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENTIAL YARD (FRONT/BACK),TRUE,332,3,43,7,1188567,1858666,2017,41.76724931,-87.58437593,"(41.767249306, -87.584375929)"
10868571,JA175607,3/4/17 14:00,028XX W NORTH AVE,THEFT,$500 AND UNDER,RESTAURANT,FALSE,1421,14,24,6,1157077,1910508,2017,41.91020429,-87.69839553,"(41.91020429, -87.698395528)"
