ID,Case Number,Date,Block,Primary Type,Description,Location Description,Arrest,Beat,District,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Latitude,Longitude,Location
11157652,JA522842,11/23/17 15:14,003XX E 47TH ST,ASSAULT,AGGRAVATED: HANDGUN,DEPARTMENT STORE,FALSE,215,2,38,04A,1178967,1873924,2017,41.80934273,-87.619099,"(41.809342727, -87.619098999)"
10805378,JA104278,1/1/17 2:00,046XX S VINCENNES AVE,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,RESIDENCE,FALSE,221,2,38,2,1180398,1874151,2017,41.80993288,-87.61384343,"(41.80993288, -87.613843427)"
10809618,JA108518,1/8/17 16:50,018XX E 71ST ST,ASSAULT,SIMPLE,SIDEWALK,FALSE,333,3,43,08A,1190056,1858242,2017,41.76605011,-87.57893184,"(41.766050106, -87.578931841)"
10809677,JA108315,1/8/17 13:29,016XX N WASHTENAW AVE,BATTERY,SIMPLE,STREET,FALSE,1421,14,24,08B,1158117,1910873,2017,41.91118469,-87.69456498,"(41.91118469, -87.694564983)"
10810317,JA108580,1/8/17 18:15,022XX N MAPLEWOOD AVE,ROBBERY,ARMED: HANDGUN,SIDEWALK,FALSE,1431,14,22,3,1158946,1914793,2017,41.92192449,-87.69141172,"(41.921924485, -87.691411724)"
10811361,JA110651,1/10/17 12:40,002XX W MONROE ST,THEFT,POCKET-PICKING,RESTAURANT,FALSE,122,1,32,6,1174585,1899875,2017,41.88065311,-87.63439665,"(41.880653112, -87.634396649)"
10811372,JA110632,1/3/17 17:40,004XX S CLINTON ST,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,CTA STATION,FALSE,121,1,28,11,1172799,1898209,2017,41.87612122,-87.64100397,"(41.876121224, -87.641003973)"
10811381,JA110666,1/8/17 19:00,011XX S ASHLAND AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,1231,12,28,7,1165900,1895209,2017,41.86803889,-87.66642017,"(41.868038887, -87.666420169)"
10811385,JA110678,1/10/17 13:43,012XX N MARION CT,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,FALSE,1424,14,24,11,1163773,1908523,2017,41.90461866,-87.67385314,"(41.904618658, -87.67385314)"
10811407,JA110660,1/10/17 13:00,002XX W MONROE ST,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESTAURANT,FALSE,122,1,32,11,1174585,1899875,2017,41.88065311,-87.63439665,"(41.880653112, -87.634396649)"
10811432,JA110623,1/10/17 13:55,015XX E 53RD ST,THEFT,RETAIL THEFT,SMALL RETAIL STORE,TRUE,234,2,41,6,1187590,1870433,2017,41.79956218,-87.58758291,"(41.799562177, -87.587582914)"
10811551,JA109237,1/9/17 10:30,007XX S WABASH AVE,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),FALSE,123,1,32,6,1176908,1896948,2017,41.87256902,-87.62595547,"(41.872569023, -87.625955471)"
10811573,JA110816,1/10/17 15:30,001XX W JACKSON BLVD,ASSAULT,SIMPLE,RESTAURANT,FALSE,122,1,32,08A,1175454,1898968,2017,41.87814479,-87.63123304,"(41.878144785, -87.631233035)"
10811610,JA110960,1/6/17 22:30,038XX S ELLIS AVE,CRIMINAL DAMAGE,TO VEHICLE,RESIDENTIAL YARD (FRONT/BACK),FALSE,212,2,36,14,1182559,1879686,2017,41.82507141,-87.60574538,"(41.825071411, -87.60574538)"
10811663,JA111115,1/7/17 23:30,005XX E 33RD PL,THEFT,$500 AND UNDER,STREET,FALSE,211,2,35,6,1180652,1882807,2017,41.83367977,-87.6126455,"(41.833679765, -87.612645497)"
10811665,JA110953,1/10/17 7:45,011XX E 67TH ST,BURGLARY,FORCIBLE ENTRY,APARTMENT,FALSE,321,3,42,5,1185176,1860816,2017,41.77322946,-87.5967377,"(41.773229456, -87.596737703)"
10811682,JA111122,1/10/17 19:00,007XX W ADAMS ST,THEFT,$500 AND UNDER,APARTMENT,FALSE,121,1,28,6,1171712,1899339,2017,41.87924601,-87.64496175,"(41.879246012, -87.644961751)"
10811704,JA109882,1/8/17 21:00,010XX N WESTERN AVE,THEFT,$500 AND UNDER,STREET,FALSE,1212,12,24,6,1160215,1907035,2017,41.90060978,-87.68696387,"(41.900609783, -87.686963874)"
10811735,JA111145,1/10/17 16:31,025XX W FLOURNOY ST,THEFT,OVER $500,RESIDENTIAL YARD (FRONT/BACK),FALSE,1135,11,28,6,1159604,1896950,2017,41.87294826,-87.68948605,"(41.872948257, -87.689486045)"
10811773,JA110965,1/10/17 15:30,040XX S CALUMET AVE,BURGLARY,FORCIBLE ENTRY,APARTMENT,FALSE,213,2,38,5,1179100,1878253,2017,41.82121883,-87.6184791,"(41.821218828, -87.618479096)"
10811774,JA110967,1/10/17 15:30,040XX S CALUMET AVE,BURGLARY,FORCIBLE ENTRY,APARTMENT,FALSE,213,2,38,5,1179100,1878253,2017,41.82121883,-87.6184791,"(41.821218828, -87.618479096)"
10811779,JA111069,1/10/17 18:24,004XX S PLYMOUTH CT,BATTERY,PRO EMP HANDS NO/MIN INJURY,LIBRARY,TRUE,113,1,32,08B,1176141,1898406,2017,41.87658717,-87.6287275,"(41.876587174, -87.628727499)"
10811796,JA111108,1/10/17 19:08,021XX E 70TH ST,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,TRUE,331,3,43,15,1191893,1858977,2017,41.76802259,-87.57217487,"(41.768022593, -87.572174872)"
10811817,JA111071,1/10/17 11:15,062XX S STONY ISLAND AVE,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,"SCHOOL, PUBLIC, BUILDING",FALSE,314,3,42,20,1187940,1864073,2017,41.78210152,-87.586502,"(41.78210152, -87.586502002)"
10811828,JA111181,1/10/17 11:00,015XX E 67TH PL,BURGLARY,UNLAWFUL ENTRY,APARTMENT,FALSE,332,3,43,5,1187619,1860539,2017,41.77241158,-87.58779118,"(41.772411578, -87.587791183)"
10811896,JA111323,1/10/17 14:00,035XX S RHODES AVE,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,FALSE,212,2,35,11,1180172,1881335,2017,41.82965153,-87.6144519,"(41.829651528, -87.614451899)"
10811914,JA111365,1/10/17 21:40,026XX N WESTERN AVE,THEFT,$500 AND UNDER,STREET,FALSE,1411,14,22,6,1159915,1917314,2017,41.92882233,-87.68778161,"(41.928822325, -87.687781609)"
10811923,JA111302,1/10/17 22:00,016XX E 55TH ST,BATTERY,SIMPLE,APARTMENT,FALSE,234,2,41,08B,1187898,1868845,2017,41.79519725,-87.58650401,"(41.795197252, -87.58650401)"
10811944,JA111291,1/10/17 13:00,001XX N HOYNE AVE,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,1223,12,28,14,1162385,1901071,2017,41.88419895,-87.67916036,"(41.884198945, -87.679160361)"
10811969,JA111404,1/10/17 2:00,015XX W DIVISION ST,ROBBERY,STRONGARM - NO WEAPON,BAR OR TAVERN,FALSE,1213,12,24,3,1165679,1908077,2017,41.90335438,-87.66686461,"(41.903354381, -87.666864606)"
10811991,JA110154,1/10/17 5:40,071XX S JEFFERY BLVD,ROBBERY,ATTEMPT: ARMED-KNIFE/CUT INSTR,STREET,FALSE,333,3,43,3,1190776,1858184,2017,41.76587359,-87.57629471,"(41.76587359, -87.576294705)"
10811999,JA111438,1/11/17 5:50,027XX W HARRISON ST,ASSAULT,SIMPLE,OTHER,FALSE,1135,11,27,08A,1158248,1897253,2017,41.87380752,-87.69445629,"(41.873807522, -87.69445629)"
10812271,JA111581,1/10/17 19:00,072XX S OGLESBY AVE,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,334,3,43,14,1193132,1857376,2017,41.76359915,-87.56768569,"(41.763599151, -87.567685687)"
10812334,JA110546,1/10/17 9:30,027XX W THOMAS ST,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,1211,12,24,5,1158002,1907205,2017,41.90112174,-87.69508772,"(41.901121744, -87.695087716)"
10812335,JA111573,1/11/17 9:32,016XX W 47TH ST,NARCOTICS,POSS: COCAINE,PARKING LOT/GARAGE(NON.RESID.),TRUE,924,9,61,18,1166380,1873552,2017,41.80859969,-87.66527639,"(41.808599694, -87.66527639)"
10812410,JA111715,1/10/17 15:00,040XX S FEDERAL ST,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,213,2,38,14,1176352,1878312,2017,41.82144303,-87.62855828,"(41.821443025, -87.628558281)"
10812425,JA111728,1/9/17 11:43,008XX E 49TH ST,THEFT,FROM BUILDING,RESIDENCE,FALSE,223,2,39,6,1182833,1872707,2017,41.80591414,-87.60495719,"(41.805914143, -87.604957189)"
10812462,JA111748,1/11/17 11:05,0000X E JACKSON BLVD,CRIMINAL TRESPASS,TO LAND,OTHER,TRUE,113,1,32,26,1176528,1899005,2017,41.87822214,-87.62728848,"(41.878222138, -87.627288482)"
10812468,JA111681,1/11/17 10:35,021XX N WESTERN AVE,ASSAULT,SIMPLE,GROCERY FOOD STORE,TRUE,1431,14,22,08A,1160008,1914441,2017,41.92093669,-87.68751938,"(41.920936691, -87.687519376)"
10812473,JA111773,1/11/17 0:00,015XX S WABASH AVE,THEFT,$500 AND UNDER,STREET,FALSE,131,1,33,6,1177015,1892812,2017,41.86121716,-87.62568781,"(41.861217161, -87.625687806)"
10812499,JA111749,1/11/17 11:52,005XX S DENVIR AVE,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,1135,11,28,14,1159545,1897582,2017,41.87468374,-87.68968526,"(41.874683739, -87.689685262)"
10812505,JA111804,1/10/17 20:00,031XX S MICHIGAN AVE,THEFT,$500 AND UNDER,STREET,FALSE,211,2,35,6,1177703,1884170,2017,41.83748732,-87.62342457,"(41.837487324, -87.623424573)"
10812638,JA111876,1/7/17 18:30,011XX S DELANO CT W,THEFT,RETAIL THEFT,DEPARTMENT STORE,FALSE,123,1,32,6,1175105,1895312,2017,41.86812032,-87.63262406,"(41.868120316, -87.632624055)"
10812680,JA111807,1/11/17 12:26,050XX S DREXEL BLVD,ROBBERY,ATTEMPT: ARMED-KNIFE/CUT INSTR,RESIDENCE,TRUE,222,2,39,3,1183166,1871798,2017,41.80341202,-87.60376418,"(41.803412024, -87.603764184)"
10812693,JA111841,1/11/17 10:00,005XX W ROOSEVELT RD,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),FALSE,124,1,28,6,1172744,1894970,2017,41.8672344,-87.64130179,"(41.867234401, -87.641301791)"
10812694,JA111910,1/11/17 12:38,013XX W 14TH ST,BATTERY,SIMPLE,"SCHOOL, PUBLIC, GROUNDS",FALSE,1233,12,28,08B,1167761,1893524,2017,41.86337523,-87.65963666,"(41.863375231, -87.659636657)"
10812695,JA111882,1/11/17 6:00,012XX N ASHLAND AVE,ROBBERY,STRONGARM - NO WEAPON,CTA TRAIN,FALSE,1424,14,24,3,1165506,1908134,2017,41.90351448,-87.66749844,"(41.90351448, -87.667498444)"
10812730,JA111920,1/11/17 13:45,006XX W HARRISON ST,CRIMINAL TRESPASS,TO LAND,OTHER COMMERCIAL TRANSPORTATION,TRUE,124,1,28,26,1172257,1897564,2017,41.87436328,-87.64301304,"(41.874363279, -87.643013039)"
10812744,JA111933,1/11/17 13:10,010XX S CANAL ST,THEFT,RETAIL THEFT,DEPARTMENT STORE,TRUE,124,1,28,6,1173291,1895810,2017,41.8695273,-87.63926876,"(41.869527301, -87.639268759)"
10812766,JA111990,1/11/17 14:14,015XX E 55TH ST,THEFT,RETAIL THEFT,DRUG STORE,TRUE,234,2,41,6,1187488,1868839,2017,41.79519055,-87.58800765,"(41.795190552, -87.588007653)"
10812785,JA112002,1/11/17 14:47,006XX S FRANCISCO AVE,NARCOTICS,POSS: HEROIN(WHITE),STREET,TRUE,1135,11,27,18,1157136,1897114,2017,41.87344873,-87.69854281,"(41.873448732, -87.698542807)"
10812799,JA112078,1/11/17 5:30,068XX S MERRILL AVE,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,331,3,43,14,1191721,1860132,2017,41.77119618,-87.57276788,"(41.771196177, -87.572767883)"
10812812,JA112059,1/10/17 21:00,071XX S JEFFERY BLVD,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,333,3,43,14,1190785,1857841,2017,41.76493215,-87.57627278,"(41.764932153, -87.576272783)"
10812846,JA112063,1/6/17 12:00,026XX W ARMITAGE AVE,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,FALSE,1431,14,22,6,1158404,1913184,2017,41.91752038,-87.6934473,"(41.917520384, -87.693447298)"
10812859,JA112121,1/11/17 6:10,027XX W HARRISON ST,BATTERY,SIMPLE,OTHER,FALSE,1135,11,27,08B,1158248,1897253,2017,41.87380752,-87.69445629,"(41.873807522, -87.69445629)"
10812872,JA112179,1/11/17 16:48,0000X N FRANCISCO AVE,OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,STREET,FALSE,1222,12,27,26,1157057,1900006,2017,41.88138627,-87.69875435,"(41.881386267, -87.698754351)"
10812873,JA112236,1/11/17 14:30,017XX S STATE ST,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,OTHER,FALSE,131,1,33,11,1176607,1891853,2017,41.85859482,-87.62721443,"(41.858594819, -87.627214427)"
10812882,JA112094,1/11/17 15:43,020XX W CHICAGO AVE,THEFT,RETAIL THEFT,GROCERY FOOD STORE,TRUE,1221,12,24,6,1162692,1905336,2017,41.89589602,-87.67791339,"(41.895896023, -87.677913394)"
10812883,JA111889,1/5/17 12:00,005XX E 33RD ST,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,APARTMENT,FALSE,211,2,35,11,1180360,1883173,2017,41.83469081,-87.61370565,"(41.834690813, -87.613705645)"
10812893,JA112144,1/11/17 8:00,004XX E 42ND ST,BURGLARY,FORCIBLE ENTRY,APARTMENT,FALSE,214,2,38,5,1179912,1877253,2017,41.81845617,-87.61553095,"(41.818456172, -87.61553095)"
10812899,JA112264,1/11/17 9:44,069XX S PAXTON AVE,BURGLARY,HOME INVASION,APARTMENT,FALSE,331,3,43,5,1192079,1859317,2017,41.76895106,-87.57148207,"(41.76895106, -87.57148207)"
10812900,JA112202,1/11/17 17:05,006XX S SACRAMENTO BLVD,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),FALSE,1135,11,27,7,1156465,1897131,2017,41.87350897,-87.70100593,"(41.873508972, -87.701005933)"
10812916,JA112227,1/11/17 17:15,042XX S BERKELEY AVE,BATTERY,SIMPLE,MEDICAL/DENTAL OFFICE,FALSE,214,2,36,08B,1183976,1876902,2017,41.81739888,-87.60063397,"(41.817398875, -87.600633969)"
10812918,JA111973,1/11/17 13:38,014XX E 70TH ST,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,SIDEWALK,TRUE,332,3,43,15,1187338,1858875,2017,41.7678521,-87.58887403,"(41.767852098, -87.588874031)"
10812936,JA112316,1/11/17 17:40,011XX S STATE ST,BATTERY,SIMPLE,CTA PLATFORM,TRUE,123,1,32,08B,1176517,1895340,2017,41.86816541,-87.62743954,"(41.868165405, -87.62743954)"
10812938,JA112329,1/11/17 17:45,021XX W MADISON ST,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,1223,12,28,14,1162207,1900001,2017,41.88126649,-87.67984392,"(41.881266494, -87.679843917)"
10812961,JA112307,1/11/17 17:45,023XX W VAN BUREN ST,THEFT,$500 AND UNDER,SIDEWALK,FALSE,1225,12,28,6,1160970,1898113,2017,41.87611141,-87.68443853,"(41.87611141, -87.684438532)"
10812978,JA112379,1/11/17 17:50,012XX S WABASH AVE,THEFT,RETAIL THEFT,GROCERY FOOD STORE,TRUE,131,1,33,6,1176965,1894756,2017,41.86655275,-87.62581253,"(41.866552752, -87.625812533)"
10812989,JA112268,1/11/17 15:35,015XX N DAMEN AVE,THEFT,POCKET-PICKING,CTA TRAIN,FALSE,1424,14,24,6,1162780,1910519,2017,41.91011672,-87.67744465,"(41.910116718, -87.677444645)"
10813013,JA111952,1/9/17 12:20,017XX S PRAIRIE AVE,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,FALSE,132,1,33,11,1178357,1891935,2017,41.85878016,-87.62078837,"(41.858780159, -87.620788371)"
10813033,JA112439,1/11/17 15:35,015XX N DAMEN AVE,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,CTA TRAIN,FALSE,1424,14,24,11,1162780,1910519,2017,41.91011672,-87.67744465,"(41.910116718, -87.677444645)"
10813079,JA112434,1/11/17 18:00,016XX W DIVISION ST,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),FALSE,1213,12,24,6,1165081,1908060,2017,41.90332046,-87.66906166,"(41.90332046, -87.669061664)"
10813116,JA112458,1/11/17 20:10,005XX S PLYMOUTH CT,BATTERY,SIMPLE,SIDEWALK,FALSE,123,1,32,08B,1176154,1897898,2017,41.8751929,-87.62869508,"(41.875192899, -87.62869508)"
10813151,JA112590,1/10/17 15:54,047XX S EVANS AVE,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,FALSE,223,2,38,6,1182055,1873698,2017,41.80865158,-87.60777989,"(41.808651584, -87.607779886)"
10813153,JA110714,1/10/17 7:00,052XX S STATE ST,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,"SCHOOL, PUBLIC, GROUNDS",FALSE,225,2,40,14,1177170,1870046,2017,41.79874193,-87.62580711,"(41.798741929, -87.62580711)"
10813182,JA112572,1/9/17 6:00,008XX S MARSHFIELD AVE,BURGLARY,FORCIBLE ENTRY,APARTMENT,FALSE,1231,12,28,5,1165515,1896366,2017,41.87122199,-87.66780064,"(41.871221993, -87.667800641)"
10813219,JA112674,1/12/17 1:15,0000X W POLK ST,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,RESTAURANT,FALSE,123,1,32,11,1175980,1896835,2017,41.87227988,-87.62936594,"(41.87227988, -87.629365941)"
10813220,JA112649,1/11/17 21:00,011XX N WESTERN AVE,THEFT,OVER $500,STREET,FALSE,1212,12,24,6,1160205,1907393,2017,41.90159237,-87.6869907,"(41.901592371, -87.686990697)"
10813234,JA112643,1/10/17 23:45,008XX S STATE ST,BATTERY,PRO EMP HANDS NO/MIN INJURY,ALLEY,TRUE,123,1,32,08B,1176486,1896551,2017,41.87148916,-87.62751679,"(41.871489164, -87.627516791)"
10813240,JA112626,1/11/17 23:09,019XX W CHICAGO AVE,BATTERY,AGGRAVATED: HANDGUN,STREET,FALSE,1212,12,24,04B,1163508,1905360,2017,41.89594474,-87.67491573,"(41.895944737, -87.674915729)"
10813277,JA111335,1/9/17 23:30,016XX N FAIRFIELD AVE,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,1421,14,24,5,1157785,1910812,2017,41.91102408,-87.69578631,"(41.911024079, -87.695786307)"
10813317,JA112754,1/12/17 5:20,050XX S COTTAGE GROVE AVE,BURGLARY,FORCIBLE ENTRY,RESTAURANT,FALSE,223,2,38,5,1182443,1871594,2017,41.80286904,-87.60642207,"(41.802869042, -87.60642207)"
10813335,JA112785,1/11/17 21:30,046XX S LAKE PARK AVE,THEFT,$500 AND UNDER,STREET,FALSE,222,2,39,6,1185984,1874388,2017,41.81045307,-87.59334758,"(41.810453067, -87.593347577)"
10813361,JA112799,1/11/17 17:45,044XX S ST LAWRENCE AVE,CRIMINAL DAMAGE,TO PROPERTY,RESIDENTIAL YARD (FRONT/BACK),FALSE,221,2,38,14,1181003,1875747,2017,41.81429851,-87.61157523,"(41.814298511, -87.611575233)"
10813426,JA112741,1/12/17 2:42,007XX W GARFIELD BLVD,OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,STREET,TRUE,935,9,61,26,1172369,1868400,2017,41.79433222,-87.64346178,"(41.794332219, -87.643461777)"
10813511,JA112795,1/12/17 0:00,045XX S LAFLIN ST,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE,FALSE,924,9,61,11,1167098,1874596,2017,41.8114492,-87.66261304,"(41.8114492, -87.662613039)"
10813524,JA112886,1/12/17 8:15,0000X E ROOSEVELT RD,THEFT,POCKET-PICKING,STREET,FALSE,123,1,32,6,1176576,1895067,2017,41.86741494,-87.62723119,"(41.867414944, -87.627231186)"
10813546,JA112937,1/11/17 16:00,005XX E 44TH ST,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,221,2,38,14,1180440,1875953,2017,41.81487675,-87.61363403,"(41.814876749, -87.613634026)"
10813567,JA112951,1/11/17 8:00,020XX W RANDOLPH ST,CRIMINAL DAMAGE,TO PROPERTY,ABANDONED BUILDING,FALSE,1223,12,28,14,1162731,1901224,2017,41.88461155,-87.67788552,"(41.884611545, -87.677885519)"
10813655,JA112944,1/11/17 21:00,024XX N OAKLEY AVE,THEFT,OVER $500,STREET,FALSE,1432,14,22,6,1160619,1916089,2017,41.92544627,-87.68522866,"(41.925446269, -87.685228662)"
10813734,JA112956,1/12/17 9:43,032XX S DR MARTIN LUTHER KING JR DR,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,FALSE,211,2,35,3,1179448,1883421,2017,41.83539226,-87.6170444,"(41.83539226, -87.617044398)"
10813756,JA113075,1/12/17 11:20,014XX W 47TH ST,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,VEHICLE NON-COMMERCIAL,TRUE,924,9,61,26,1167707,1873586,2017,41.80866458,-87.66040827,"(41.808664584, -87.66040827)"
10813768,JA113031,1/12/17 11:00,028XX W HARRISON ST,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,FALSE,1135,11,27,3,1157633,1897242,2017,41.87378988,-87.69671458,"(41.873789876, -87.696714581)"
10813804,JA112933,1/12/17 9:27,068XX S CONSTANCE AVE,BURGLARY,ATTEMPT FORCIBLE ENTRY,RESIDENCE,FALSE,332,3,43,5,1189717,1860057,2017,41.77103877,-87.58011612,"(41.771038767, -87.580116115)"
10813849,JA113113,1/11/17 15:00,052XX S STATE ST,ASSAULT,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PRIVATE, BUILDING",FALSE,225,2,40,08A,1177170,1870046,2017,41.79874193,-87.62580711,"(41.798741929, -87.62580711)"
10813878,JA113207,1/12/17 7:45,020XX W SCHILLER ST,THEFT,OVER $500,APARTMENT,FALSE,1424,14,24,6,1162574,1909428,2017,41.90712726,-87.67823202,"(41.907127255, -87.678232016)"
10813900,JA113236,1/12/17 11:30,069XX S WOODLAWN AVE,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,FALSE,321,3,69,11,1185599,1859295,2017,41.76904574,-87.59523496,"(41.769045743, -87.595234957)"
10813963,JA113180,1/12/17 12:45,011XX S CANAL ST,THEFT,RETAIL THEFT,OTHER,TRUE,124,1,28,6,1173303,1895451,2017,41.86854191,-87.63923536,"(41.868541914, -87.639235361)"
10813976,JA109404,1/9/17 13:20,020XX W DIVISION ST,NARCOTICS,FOUND SUSPECT NARCOTICS,RESTAURANT,TRUE,1424,14,24,18,1162637,1907989,2017,41.90317721,-87.67804097,"(41.903177212, -87.678040971)"
10814007,JA112920,1/12/17 4:15,024XX W HARRISON ST,BATTERY,AGGRAVATED: OTHER DANG WEAPON,STREET,FALSE,1135,11,28,04B,1160322,1897296,2017,41.8738829,-87.68684036,"(41.873882904, -87.686840358)"
10814028,JA113314,1/8/17 22:00,009XX N CAMPBELL AVE,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,1212,12,24,14,1159570,1906016,2017,41.89782687,-87.68936109,"(41.897826874, -87.689361092)"
10814029,JA113270,1/12/17 14:17,011XX S CANAL ST,ASSAULT,SIMPLE,RESTAURANT,TRUE,124,1,28,08A,1173310,1895266,2017,41.86803411,-87.63921516,"(41.868034106, -87.639215155)"
10814037,JA111237,1/10/17 21:22,013XX E 52ND ST,THEFT,ATTEMPT THEFT,APARTMENT,FALSE,234,2,41,6,1185779,1870923,2017,41.8009497,-87.59420878,"(41.800949697, -87.594208778)"
10814053,JA113332,1/12/17 7:10,007XX W 56TH ST,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,711,7,68,14,1172141,1867715,2017,41.79245752,-87.64431797,"(41.792457522, -87.644317974)"
10814057,JA113395,1/12/17 13:00,022XX W MAYPOLE AVE,BURGLARY,FORCIBLE ENTRY,APARTMENT,FALSE,1223,12,28,5,1161304,1900968,2017,41.88393885,-87.68313278,"(41.883938847, -87.683132783)"
10814075,JA113411,1/10/17 9:00,068XX S CRANDON AVE,THEFT,POCKET-PICKING,APARTMENT,FALSE,331,3,43,6,1192506,1859959,2017,41.77070237,-87.56989604,"(41.770702367, -87.569896036)"
10814077,JA113409,1/12/17 14:00,020XX W HARRISON ST,THEFT,$500 AND UNDER,CTA TRAIN,FALSE,1225,12,28,6,1162983,1897371,2017,41.8740333,-87.67706833,"(41.874033297, -87.677068331)"
10814082,JA113301,1/10/17 0:00,017XX S STATE ST,THEFT,OVER $500,OTHER,FALSE,131,1,33,6,1176607,1891857,2017,41.8586058,-87.62721431,"(41.858605795, -87.627214306)"
10814091,JA113336,1/12/17 14:31,066XX S DREXEL AVE,BATTERY,SIMPLE,APARTMENT,FALSE,321,3,42,08B,1183366,1861207,2017,41.77434475,-87.60336048,"(41.774344746, -87.603360484)"
10814157,JA113555,1/12/17 17:05,0000X E JACKSON BLVD,THEFT,FROM BUILDING,RESTAURANT,FALSE,113,1,32,6,1177029,1899023,2017,41.87826021,-87.6254484,"(41.878260207, -87.625448401)"
10814171,JA112377,1/11/17 16:17,028XX W MADISON ST,ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,SIDEWALK,FALSE,1222,12,27,3,1157619,1899895,2017,41.88107025,-87.69669373,"(41.881070251, -87.69669373)"
10814186,JA113416,1/12/17 15:50,052XX S STATE ST,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",FALSE,225,2,40,08B,1177170,1870046,2017,41.79874193,-87.62580711,"(41.798741929, -87.62580711)"
10814192,JA113362,1/12/17 14:30,047XX S COTTAGE GROVE AVE,ASSAULT,SIMPLE,DEPARTMENT STORE,FALSE,223,2,38,08A,1182389,1873821,2017,41.80898136,-87.60655105,"(41.808981361, -87.606551046)"
10814196,JA113461,1/12/17 16:15,022XX W JACKSON BLVD,BATTERY,DOMESTIC BATTERY SIMPLE,"SCHOOL, PRIVATE, GROUNDS",FALSE,1225,12,28,08B,1161324,1898653,2017,41.87758587,-87.68312375,"(41.877585867, -87.683123746)"
10814197,JA113562,1/12/17 15:56,067XX S CHAPPEL AVE,WEAPONS VIOLATION,UNLAWFUL USE OTHER FIREARM,APARTMENT,FALSE,331,3,43,15,1191039,1860671,2017,41.77269176,-87.57525039,"(41.772691757, -87.575250392)"
10814201,JA113363,1/12/17 14:50,047XX S COTTAGE GROVE AVE,THEFT,RETAIL THEFT,GROCERY FOOD STORE,TRUE,223,2,38,6,1182389,1873821,2017,41.80898136,-87.60655105,"(41.808981361, -87.606551046)"
10814209,JA113703,1/12/17 14:50,002XX S CANAL ST,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,OTHER,TRUE,121,1,28,11,1173178,1899203,2017,41.87884043,-87.63958293,"(41.878840427, -87.639582928)"
10814214,JA113593,1/8/17 13:20,070XX S CORNELL AVE,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,FALSE,332,3,43,26,1188568,1858632,2017,41.76715598,-87.58437335,"(41.767155983, -87.584373348)"
10814218,JA113638,1/12/17 18:40,011XX S CANAL ST,THEFT,RETAIL THEFT,DEPARTMENT STORE,FALSE,124,1,28,6,1173303,1895451,2017,41.86854191,-87.63923536,"(41.868541914, -87.639235361)"
